"","SampleID","ITS_ID","sample_name","Replicate","Site","Site_Grass","Site.Rep","Grass","Grass_Rep","Edge","SiteName","MAT_degC","MAP_mm","CollectionDate","Latitude","Longitude","Elevation_m","Grassland","Gradient","Bin","julianday","coll_GDD","GDD30yr","GDD3yr","GDD2015","ppt30yr","ppt3yr","ppt2015","soil_moisture","GWC","perc_moisture","pH","phos","ammonium","nitrate","SOM","herbivory_perc","avg_SLA","avg_SRL"
"X1351_1587","X1351_1587","SRR13801433","LAR_SCSC_12",12,"LAR","LAR_SCSC","LAR.12","SCSC","SCSC_12","no","LAR",NA,NA,"8/9/15",40.66462,-98.9063,632,"tallgrass","Middle","North",221,2451.277778,3800.277778,3929.715,4108.125,584.7899933,606.2066707,620.3600091,0.882023524,0.133756609,11.79764757,8.18,0.193927609,0.981620969,0.38888494,1.380489822,0.458333333,153.4091888,1536.777412
"X1351_1576","X1351_1576","SRR13801437","LAR_SCSC_1",1,"LAR","LAR_SCSC","LAR.1","SCSC","SCSC_1","no","LAR",NA,NA,"8/9/15",40.66462,-98.9063,632,"tallgrass","Middle","North",221,2451.277778,3800.277778,3929.715,4108.125,584.7899933,606.2066707,620.3600091,0.882023524,0.133756609,11.79764757,8.18,0.193927609,0.981620969,0.38888494,1.380489822,0.458333333,153.4091888,1536.777412
"X1351_1577","X1351_1577","SRR13801432","LAR_SCSC_2",2,"LAR","LAR_SCSC","LAR.2","SCSC","SCSC_2","no","LAR",NA,NA,"8/9/15",40.66462,-98.9063,632,"tallgrass","Middle","North",221,2451.277778,3800.277778,3929.715,4108.125,584.7899933,606.2066707,620.3600091,0.882023524,0.133756609,11.79764757,8.18,0.193927609,0.981620969,0.38888494,1.380489822,0.458333333,153.4091888,1536.777412
"X1351_1578","X1351_1578","SRR13801431","LAR_SCSC_3",3,"LAR","LAR_SCSC","LAR.3","SCSC","SCSC_3","no","LAR",NA,NA,"8/9/15",40.66462,-98.9063,632,"tallgrass","Middle","North",221,2451.277778,3800.277778,3929.715,4108.125,584.7899933,606.2066707,620.3600091,0.882023524,0.133756609,11.79764757,8.18,0.193927609,0.981620969,0.38888494,1.380489822,0.458333333,153.4091888,1536.777412
"X1351_1579","X1351_1579","SRR13801430","LAR_SCSC_4",4,"LAR","LAR_SCSC","LAR.4","SCSC","SCSC_4","no","LAR",NA,NA,"8/9/15",40.66462,-98.9063,632,"tallgrass","Middle","North",221,2451.277778,3800.277778,3929.715,4108.125,584.7899933,606.2066707,620.3600091,0.882023524,0.133756609,11.79764757,8.18,0.193927609,0.981620969,0.38888494,1.380489822,0.458333333,153.4091888,1536.777412
"X1351_1580","X1351_1580","SRR13801429","LAR_SCSC_5",5,"LAR","LAR_SCSC","LAR.5","SCSC","SCSC_5","no","LAR",NA,NA,"8/9/15",40.66462,-98.9063,632,"tallgrass","Middle","North",221,2451.277778,3800.277778,3929.715,4108.125,584.7899933,606.2066707,620.3600091,0.882023524,0.133756609,11.79764757,8.18,0.193927609,0.981620969,0.38888494,1.380489822,0.458333333,153.4091888,1536.777412
"X1351_1581","X1351_1581","SRR13801428","LAR_SCSC_6",6,"LAR","LAR_SCSC","LAR.6","SCSC","SCSC_6","no","LAR",NA,NA,"8/9/15",40.66462,-98.9063,632,"tallgrass","Middle","North",221,2451.277778,3800.277778,3929.715,4108.125,584.7899933,606.2066707,620.3600091,0.882023524,0.133756609,11.79764757,8.18,0.193927609,0.981620969,0.38888494,1.380489822,0.458333333,153.4091888,1536.777412
"X1351_1582","X1351_1582","SRR13801427","LAR_SCSC_7",7,"LAR","LAR_SCSC","LAR.7","SCSC","SCSC_7","no","LAR",NA,NA,"8/9/15",40.66462,-98.9063,632,"tallgrass","Middle","North",221,2451.277778,3800.277778,3929.715,4108.125,584.7899933,606.2066707,620.3600091,0.882023524,0.133756609,11.79764757,8.18,0.193927609,0.981620969,0.38888494,1.380489822,0.458333333,153.4091888,1536.777412
"X1351_1583","X1351_1583","SRR13801426","LAR_SCSC_8",8,"LAR","LAR_SCSC","LAR.8","SCSC","SCSC_8","no","LAR",NA,NA,"8/9/15",40.66462,-98.9063,632,"tallgrass","Middle","North",221,2451.277778,3800.277778,3929.715,4108.125,584.7899933,606.2066707,620.3600091,0.882023524,0.133756609,11.79764757,8.18,0.193927609,0.981620969,0.38888494,1.380489822,0.458333333,153.4091888,1536.777412
"X1351_1584","X1351_1584","SRR13801007","LAR_SCSC_9",9,"LAR","LAR_SCSC","LAR.9","SCSC","SCSC_9","no","LAR",NA,NA,"8/9/15",40.66462,-98.9063,632,"tallgrass","Middle","North",221,2451.277778,3800.277778,3929.715,4108.125,584.7899933,606.2066707,620.3600091,0.882023524,0.133756609,11.79764757,8.18,0.193927609,0.981620969,0.38888494,1.380489822,0.458333333,153.4091888,1536.777412
"X1351_1852","X1351_1852","SRR13801005","LBJ_ANGE_10",10,"LBJ","LBJ_ANGE","LBJ.10","ANGE","ANGE_10","no","LBJ",NA,NA,"7/1/15",30.1847,-97.8675,250.2,"mixed grass","Middle","South",182,2648.75,5766.444444,5851.188333,5907.97,636.380005,978.1533382,1175.250013,0.700543609,0.427462883,29.94563909,5.78,0.243668033,1.249274871,0.49492034,7.343192979,5.333333333,131.3128187,2606.712129
"X1351_1853","X1351_1853","SRR13801004","LBJ_ANGE_11",11,"LBJ","LBJ_ANGE","LBJ.11","ANGE","ANGE_11","no","LBJ",NA,NA,"7/1/15",30.1847,-97.8675,250.2,"mixed grass","Middle","South",182,2648.75,5766.444444,5851.188333,5907.97,636.380005,978.1533382,1175.250013,0.700543609,0.427462883,29.94563909,5.78,0.243668033,1.249274871,0.49492034,7.343192979,5.333333333,131.3128187,2606.712129
"X1351_1854","X1351_1854","SRR13801003","LBJ_ANGE_12",12,"LBJ","LBJ_ANGE","LBJ.12","ANGE","ANGE_12","no","LBJ",NA,NA,"7/1/15",30.1847,-97.8675,250.2,"mixed grass","Middle","South",182,2648.75,5766.444444,5851.188333,5907.97,636.380005,978.1533382,1175.250013,0.700543609,0.427462883,29.94563909,5.78,0.243668033,1.249274871,0.49492034,7.343192979,5.333333333,131.3128187,2606.712129
"X1351_1843","X1351_1843","SRR13801006","LBJ_ANGE_1",1,"LBJ","LBJ_ANGE","LBJ.1","ANGE","ANGE_1","no","LBJ",NA,NA,"7/1/15",30.1847,-97.8675,250.2,"mixed grass","Middle","South",182,2648.75,5766.444444,5851.188333,5907.97,636.380005,978.1533382,1175.250013,0.700543609,0.427462883,29.94563909,5.78,0.243668033,1.249274871,0.49492034,7.343192979,5.333333333,131.3128187,2606.712129
"X1351_1844","X1351_1844","SRR13801002","LBJ_ANGE_2",2,"LBJ","LBJ_ANGE","LBJ.2","ANGE","ANGE_2","no","LBJ",NA,NA,"7/1/15",30.1847,-97.8675,250.2,"mixed grass","Middle","South",182,2648.75,5766.444444,5851.188333,5907.97,636.380005,978.1533382,1175.250013,0.700543609,0.427462883,29.94563909,5.78,0.243668033,1.249274871,0.49492034,7.343192979,5.333333333,131.3128187,2606.712129
"X1351_1845","X1351_1845","SRR13801001","LBJ_ANGE_3",3,"LBJ","LBJ_ANGE","LBJ.3","ANGE","ANGE_3","no","LBJ",NA,NA,"7/1/15",30.1847,-97.8675,250.2,"mixed grass","Middle","South",182,2648.75,5766.444444,5851.188333,5907.97,636.380005,978.1533382,1175.250013,0.700543609,0.427462883,29.94563909,5.78,0.243668033,1.249274871,0.49492034,7.343192979,5.333333333,131.3128187,2606.712129
"X1351_1846","X1351_1846","SRR13801000","LBJ_ANGE_4",4,"LBJ","LBJ_ANGE","LBJ.4","ANGE","ANGE_4","no","LBJ",NA,NA,"7/1/15",30.1847,-97.8675,250.2,"mixed grass","Middle","South",182,2648.75,5766.444444,5851.188333,5907.97,636.380005,978.1533382,1175.250013,0.700543609,0.427462883,29.94563909,5.78,0.243668033,1.249274871,0.49492034,7.343192979,5.333333333,131.3128187,2606.712129
"X1351_1847","X1351_1847","SRR13800999","LBJ_ANGE_5",5,"LBJ","LBJ_ANGE","LBJ.5","ANGE","ANGE_5","no","LBJ",NA,NA,"7/1/15",30.1847,-97.8675,250.2,"mixed grass","Middle","South",182,2648.75,5766.444444,5851.188333,5907.97,636.380005,978.1533382,1175.250013,0.700543609,0.427462883,29.94563909,5.78,0.243668033,1.249274871,0.49492034,7.343192979,5.333333333,131.3128187,2606.712129
"X1351_1848","X1351_1848","SRR13800998","LBJ_ANGE_6",6,"LBJ","LBJ_ANGE","LBJ.6","ANGE","ANGE_6","no","LBJ",NA,NA,"7/1/15",30.1847,-97.8675,250.2,"mixed grass","Middle","South",182,2648.75,5766.444444,5851.188333,5907.97,636.380005,978.1533382,1175.250013,0.700543609,0.427462883,29.94563909,5.78,0.243668033,1.249274871,0.49492034,7.343192979,5.333333333,131.3128187,2606.712129
"X1351_1849","X1351_1849","SRR13800995","LBJ_ANGE_7",7,"LBJ","LBJ_ANGE","LBJ.7","ANGE","ANGE_7","no","LBJ",NA,NA,"7/1/15",30.1847,-97.8675,250.2,"mixed grass","Middle","South",182,2648.75,5766.444444,5851.188333,5907.97,636.380005,978.1533382,1175.250013,0.700543609,0.427462883,29.94563909,5.78,0.243668033,1.249274871,0.49492034,7.343192979,5.333333333,131.3128187,2606.712129
"X1351_1850","X1351_1850","SRR13800994","LBJ_ANGE_8",8,"LBJ","LBJ_ANGE","LBJ.8","ANGE","ANGE_8","no","LBJ",NA,NA,"7/1/15",30.1847,-97.8675,250.2,"mixed grass","Middle","South",182,2648.75,5766.444444,5851.188333,5907.97,636.380005,978.1533382,1175.250013,0.700543609,0.427462883,29.94563909,5.78,0.243668033,1.249274871,0.49492034,7.343192979,5.333333333,131.3128187,2606.712129
"X1351_1840","X1351_1840","SRR13800991","LBJ_BUDA_10",10,"LBJ","LBJ_BUDA","LBJ.10","BUDA","BUDA_10","no","LBJ",NA,NA,"7/2/15",30.18331,-97.8768,231,"mixed grass","Middle","South",182,2676.444444,5766.444444,5851.188333,5907.97,635.9300004,978.1533382,1175.250013,0.779275978,0.28324243,22.07240217,7.49,0.22228255,1.137664455,0.450704077,4.710676447,7.125,155.9038752,2821.155117
"X1351_1841","X1351_1841","SRR13800990","LBJ_BUDA_11",11,"LBJ","LBJ_BUDA","LBJ.11","BUDA","BUDA_11","no","LBJ",NA,NA,"7/2/15",30.18331,-97.8768,231,"mixed grass","Middle","South",182,2676.444444,5766.444444,5851.188333,5907.97,635.9300004,978.1533382,1175.250013,0.779275978,0.28324243,22.07240217,7.49,0.22228255,1.137664455,0.450704077,4.710676447,7.125,155.9038752,2821.155117
"X1351_1842","X1351_1842","SRR13800989","LBJ_BUDA_12",12,"LBJ","LBJ_BUDA","LBJ.12","BUDA","BUDA_12","no","LBJ",NA,NA,"7/2/15",30.18331,-97.8768,231,"mixed grass","Middle","South",182,2676.444444,5766.444444,5851.188333,5907.97,635.9300004,978.1533382,1175.250013,0.779275978,0.28324243,22.07240217,7.49,0.22228255,1.137664455,0.450704077,4.710676447,7.125,155.9038752,2821.155117
"X1351_1831","X1351_1831","SRR13800992","LBJ_BUDA_1",1,"LBJ","LBJ_BUDA","LBJ.1","BUDA","BUDA_1","no","LBJ",NA,NA,"7/2/15",30.18331,-97.8768,231,"mixed grass","Middle","South",182,2676.444444,5766.444444,5851.188333,5907.97,635.9300004,978.1533382,1175.250013,0.779275978,0.28324243,22.07240217,7.49,0.22228255,1.137664455,0.450704077,4.710676447,7.125,155.9038752,2821.155117
"X1351_1832","X1351_1832","SRR13800988","LBJ_BUDA_2",2,"LBJ","LBJ_BUDA","LBJ.2","BUDA","BUDA_2","no","LBJ",NA,NA,"7/2/15",30.18331,-97.8768,231,"mixed grass","Middle","South",182,2676.444444,5766.444444,5851.188333,5907.97,635.9300004,978.1533382,1175.250013,0.779275978,0.28324243,22.07240217,7.49,0.22228255,1.137664455,0.450704077,4.710676447,7.125,155.9038752,2821.155117
"X1351_1833","X1351_1833","SRR13800987","LBJ_BUDA_3",3,"LBJ","LBJ_BUDA","LBJ.3","BUDA","BUDA_3","no","LBJ",NA,NA,"7/2/15",30.18331,-97.8768,231,"mixed grass","Middle","South",182,2676.444444,5766.444444,5851.188333,5907.97,635.9300004,978.1533382,1175.250013,0.779275978,0.28324243,22.07240217,7.49,0.22228255,1.137664455,0.450704077,4.710676447,7.125,155.9038752,2821.155117
"X1351_1834","X1351_1834","SRR13800986","LBJ_BUDA_4",4,"LBJ","LBJ_BUDA","LBJ.4","BUDA","BUDA_4","no","LBJ",NA,NA,"7/2/15",30.18331,-97.8768,231,"mixed grass","Middle","South",182,2676.444444,5766.444444,5851.188333,5907.97,635.9300004,978.1533382,1175.250013,0.779275978,0.28324243,22.07240217,7.49,0.22228255,1.137664455,0.450704077,4.710676447,7.125,155.9038752,2821.155117
"X1351_1835","X1351_1835","SRR13800984","LBJ_BUDA_5",5,"LBJ","LBJ_BUDA","LBJ.5","BUDA","BUDA_5","no","LBJ",NA,NA,"7/2/15",30.18331,-97.8768,231,"mixed grass","Middle","South",182,2676.444444,5766.444444,5851.188333,5907.97,635.9300004,978.1533382,1175.250013,0.779275978,0.28324243,22.07240217,7.49,0.22228255,1.137664455,0.450704077,4.710676447,7.125,155.9038752,2821.155117
"X1351_1836","X1351_1836","SRR13801271","LBJ_BUDA_6",6,"LBJ","LBJ_BUDA","LBJ.6","BUDA","BUDA_6","no","LBJ",NA,NA,"7/2/15",30.18331,-97.8768,231,"mixed grass","Middle","South",182,2676.444444,5766.444444,5851.188333,5907.97,635.9300004,978.1533382,1175.250013,0.779275978,0.28324243,22.07240217,7.49,0.22228255,1.137664455,0.450704077,4.710676447,7.125,155.9038752,2821.155117
"X1351_1837","X1351_1837","SRR13801270","LBJ_BUDA_7",7,"LBJ","LBJ_BUDA","LBJ.7","BUDA","BUDA_7","no","LBJ",NA,NA,"7/2/15",30.18331,-97.8768,231,"mixed grass","Middle","South",182,2676.444444,5766.444444,5851.188333,5907.97,635.9300004,978.1533382,1175.250013,0.779275978,0.28324243,22.07240217,7.49,0.22228255,1.137664455,0.450704077,4.710676447,7.125,155.9038752,2821.155117
"X1351_1838","X1351_1838","SRR13801269","LBJ_BUDA_8",8,"LBJ","LBJ_BUDA","LBJ.8","BUDA","BUDA_8","no","LBJ",NA,NA,"7/2/15",30.18331,-97.8768,231,"mixed grass","Middle","South",182,2676.444444,5766.444444,5851.188333,5907.97,635.9300004,978.1533382,1175.250013,0.779275978,0.28324243,22.07240217,7.49,0.22228255,1.137664455,0.450704077,4.710676447,7.125,155.9038752,2821.155117
"X1351_1839","X1351_1839","SRR13801268","LBJ_BUDA_9",9,"LBJ","LBJ_BUDA","LBJ.9","BUDA","BUDA_9","no","LBJ",NA,NA,"7/2/15",30.18331,-97.8768,231,"mixed grass","Middle","South",182,2676.444444,5766.444444,5851.188333,5907.97,635.9300004,978.1533382,1175.250013,0.779275978,0.28324243,22.07240217,7.49,0.22228255,1.137664455,0.450704077,4.710676447,7.125,155.9038752,2821.155117
"X1351_1863","X1351_1863","SRR13801266","LBJ_SCSC_10",10,"LBJ","LBJ_SCSC","LBJ.10","SCSC","SCSC_10","no","LBJ",NA,NA,"7/1/15",30.18225,-97.874517,249.9,"mixed grass","Middle","South",182,2648.75,5766.444444,5851.188333,5907.97,635.9300004,978.1533382,1175.250013,0.754080457,0.326118441,24.59195431,6.75,0.225322951,1.133316972,0.448981752,5.961919188,0.0625,156.5432245,981.3529118
"X1351_1864","X1351_1864","SRR13801265","LBJ_SCSC_11",11,"LBJ","LBJ_SCSC","LBJ.11","SCSC","SCSC_11","no","LBJ",NA,NA,"7/1/15",30.18225,-97.874517,249.9,"mixed grass","Middle","South",182,2648.75,5766.444444,5851.188333,5907.97,635.9300004,978.1533382,1175.250013,0.754080457,0.326118441,24.59195431,6.75,0.225322951,1.133316972,0.448981752,5.961919188,0.0625,156.5432245,981.3529118
"X1351_1865","X1351_1865","SRR13801264","LBJ_SCSC_12",12,"LBJ","LBJ_SCSC","LBJ.12","SCSC","SCSC_12","no","LBJ",NA,NA,"7/1/15",30.18225,-97.874517,249.9,"mixed grass","Middle","South",182,2648.75,5766.444444,5851.188333,5907.97,635.9300004,978.1533382,1175.250013,0.754080457,0.326118441,24.59195431,6.75,0.225322951,1.133316972,0.448981752,5.961919188,0.0625,156.5432245,981.3529118
"X1351_1855","X1351_1855","SRR13801267","LBJ_SCSC_1",1,"LBJ","LBJ_SCSC","LBJ.1","SCSC","SCSC_1","no","LBJ",NA,NA,"7/1/15",30.18225,-97.874517,249.9,"mixed grass","Middle","South",182,2648.75,5766.444444,5851.188333,5907.97,635.9300004,978.1533382,1175.250013,0.754080457,0.326118441,24.59195431,6.75,0.225322951,1.133316972,0.448981752,5.961919188,0.0625,156.5432245,981.3529118
"X1351_1856","X1351_1856","SRR13801263","LBJ_SCSC_2",2,"LBJ","LBJ_SCSC","LBJ.2","SCSC","SCSC_2","no","LBJ",NA,NA,"7/1/15",30.18225,-97.874517,249.9,"mixed grass","Middle","South",182,2648.75,5766.444444,5851.188333,5907.97,635.9300004,978.1533382,1175.250013,0.754080457,0.326118441,24.59195431,6.75,0.225322951,1.133316972,0.448981752,5.961919188,0.0625,156.5432245,981.3529118
"X1351_1857","X1351_1857","SRR13801261","LBJ_SCSC_3",3,"LBJ","LBJ_SCSC","LBJ.3","SCSC","SCSC_3","no","LBJ",NA,NA,"7/1/15",30.18225,-97.874517,249.9,"mixed grass","Middle","South",182,2648.75,5766.444444,5851.188333,5907.97,635.9300004,978.1533382,1175.250013,0.754080457,0.326118441,24.59195431,6.75,0.225322951,1.133316972,0.448981752,5.961919188,0.0625,156.5432245,981.3529118
"X1351_1858","X1351_1858","SRR13801260","LBJ_SCSC_4",4,"LBJ","LBJ_SCSC","LBJ.4","SCSC","SCSC_4","no","LBJ",NA,NA,"7/1/15",30.18225,-97.874517,249.9,"mixed grass","Middle","South",182,2648.75,5766.444444,5851.188333,5907.97,635.9300004,978.1533382,1175.250013,0.754080457,0.326118441,24.59195431,6.75,0.225322951,1.133316972,0.448981752,5.961919188,0.0625,156.5432245,981.3529118
"X1351_1859","X1351_1859","SRR13801259","LBJ_SCSC_5",5,"LBJ","LBJ_SCSC","LBJ.5","SCSC","SCSC_5","no","LBJ",NA,NA,"7/1/15",30.18225,-97.874517,249.9,"mixed grass","Middle","South",182,2648.75,5766.444444,5851.188333,5907.97,635.9300004,978.1533382,1175.250013,0.754080457,0.326118441,24.59195431,6.75,0.225322951,1.133316972,0.448981752,5.961919188,0.0625,156.5432245,981.3529118
"X1351_1860","X1351_1860","SRR13801258","LBJ_SCSC_6",6,"LBJ","LBJ_SCSC","LBJ.6","SCSC","SCSC_6","no","LBJ",NA,NA,"7/1/15",30.18225,-97.874517,249.9,"mixed grass","Middle","South",182,2648.75,5766.444444,5851.188333,5907.97,635.9300004,978.1533382,1175.250013,0.754080457,0.326118441,24.59195431,6.75,0.225322951,1.133316972,0.448981752,5.961919188,0.0625,156.5432245,981.3529118
"X1351_1861","X1351_1861","SRR13801257","LBJ_SCSC_7",7,"LBJ","LBJ_SCSC","LBJ.7","SCSC","SCSC_7","no","LBJ",NA,NA,"7/1/15",30.18225,-97.874517,249.9,"mixed grass","Middle","South",182,2648.75,5766.444444,5851.188333,5907.97,635.9300004,978.1533382,1175.250013,0.754080457,0.326118441,24.59195431,6.75,0.225322951,1.133316972,0.448981752,5.961919188,0.0625,156.5432245,981.3529118
"X1351_1862","X1351_1862","SRR13801256","LBJ_SCSC_9",9,"LBJ","LBJ_SCSC","LBJ.9","SCSC","SCSC_9","no","LBJ",NA,NA,"7/1/15",30.18225,-97.874517,249.9,"mixed grass","Middle","South",182,2648.75,5766.444444,5851.188333,5907.97,635.9300004,978.1533382,1175.250013,0.754080457,0.326118441,24.59195431,6.75,0.225322951,1.133316972,0.448981752,5.961919188,0.0625,156.5432245,981.3529118
"X1351_1790","X1351_1790","SRR13801254","NWP_ANGE_10",10,"NWP","NWP_ANGE","NWP.10","ANGE","ANGE_10","no","NWP",NA,NA,"7/17/15",36.0417,-94.8137,250,"tallgrass","East","North Central",198,2599.138889,4965.805556,4679.775,4864.365,893.1300048,982.4066607,1232.73999,0.826438209,0.210011818,17.35617908,6.26,0.205694348,1.046983901,0.414779517,6.838442347,2.291666667,140.0119865,1965.808399
"X1351_1791","X1351_1791","SRR13801253","NWP_ANGE_11",11,"NWP","NWP_ANGE","NWP.11","ANGE","ANGE_11","no","NWP",NA,NA,"7/17/15",36.0417,-94.8137,250,"tallgrass","East","North Central",198,2599.138889,4965.805556,4679.775,4864.365,893.1300048,982.4066607,1232.73999,0.826438209,0.210011818,17.35617908,6.26,0.205694348,1.046983901,0.414779517,6.838442347,2.291666667,140.0119865,1965.808399
"X1351_1792","X1351_1792","SRR13801252","NWP_ANGE_12",12,"NWP","NWP_ANGE","NWP.12","ANGE","ANGE_12","no","NWP",NA,NA,"7/17/15",36.0417,-94.8137,250,"tallgrass","East","North Central",198,2599.138889,4965.805556,4679.775,4864.365,893.1300048,982.4066607,1232.73999,0.826438209,0.210011818,17.35617908,6.26,0.205694348,1.046983901,0.414779517,6.838442347,2.291666667,140.0119865,1965.808399
"X1351_1781","X1351_1781","SRR13801255","NWP_ANGE_1",1,"NWP","NWP_ANGE","NWP.1","ANGE","ANGE_1","no","NWP",NA,NA,"7/17/15",36.0417,-94.8137,250,"tallgrass","East","North Central",198,2599.138889,4965.805556,4679.775,4864.365,893.1300048,982.4066607,1232.73999,0.826438209,0.210011818,17.35617908,6.26,0.205694348,1.046983901,0.414779517,6.838442347,2.291666667,140.0119865,1965.808399
"X1351_1783","X1351_1783","SRR13801249","NWP_ANGE_3",3,"NWP","NWP_ANGE","NWP.3","ANGE","ANGE_3","no","NWP",NA,NA,"7/17/15",36.0417,-94.8137,250,"tallgrass","East","North Central",198,2599.138889,4965.805556,4679.775,4864.365,893.1300048,982.4066607,1232.73999,0.826438209,0.210011818,17.35617908,6.26,0.205694348,1.046983901,0.414779517,6.838442347,2.291666667,140.0119865,1965.808399
"X1351_1785","X1351_1785","SRR13801103","NWP_ANGE_5",5,"NWP","NWP_ANGE","NWP.5","ANGE","ANGE_5","no","NWP",NA,NA,"7/17/15",36.0417,-94.8137,250,"tallgrass","East","North Central",198,2599.138889,4965.805556,4679.775,4864.365,893.1300048,982.4066607,1232.73999,0.826438209,0.210011818,17.35617908,6.26,0.205694348,1.046983901,0.414779517,6.838442347,2.291666667,140.0119865,1965.808399
"X1351_1786","X1351_1786","SRR13801102","NWP_ANGE_6",6,"NWP","NWP_ANGE","NWP.6","ANGE","ANGE_6","no","NWP",NA,NA,"7/17/15",36.0417,-94.8137,250,"tallgrass","East","North Central",198,2599.138889,4965.805556,4679.775,4864.365,893.1300048,982.4066607,1232.73999,0.826438209,0.210011818,17.35617908,6.26,0.205694348,1.046983901,0.414779517,6.838442347,2.291666667,140.0119865,1965.808399
"X1351_1787","X1351_1787","SRR13801101","NWP_ANGE_7",7,"NWP","NWP_ANGE","NWP.7","ANGE","ANGE_7","no","NWP",NA,NA,"7/17/15",36.0417,-94.8137,250,"tallgrass","East","North Central",198,2599.138889,4965.805556,4679.775,4864.365,893.1300048,982.4066607,1232.73999,0.826438209,0.210011818,17.35617908,6.26,0.205694348,1.046983901,0.414779517,6.838442347,2.291666667,140.0119865,1965.808399
"X1351_1788","X1351_1788","SRR13801100","NWP_ANGE_8",8,"NWP","NWP_ANGE","NWP.8","ANGE","ANGE_8","no","NWP",NA,NA,"7/17/15",36.0417,-94.8137,250,"tallgrass","East","North Central",198,2599.138889,4965.805556,4679.775,4864.365,893.1300048,982.4066607,1232.73999,0.826438209,0.210011818,17.35617908,6.26,0.205694348,1.046983901,0.414779517,6.838442347,2.291666667,140.0119865,1965.808399
"X1351_1789","X1351_1789","SRR13801099","NWP_ANGE_9",9,"NWP","NWP_ANGE","NWP.9","ANGE","ANGE_9","no","NWP",NA,NA,"7/17/15",36.0417,-94.8137,250,"tallgrass","East","North Central",198,2599.138889,4965.805556,4679.775,4864.365,893.1300048,982.4066607,1232.73999,0.826438209,0.210011818,17.35617908,6.26,0.205694348,1.046983901,0.414779517,6.838442347,2.291666667,140.0119865,1965.808399
"X1351_1802","X1351_1802","SRR13801097","NWP_SCSC_10",10,"NWP","NWP_SCSC","NWP.10","SCSC","SCSC_10","no","NWP",NA,NA,"7/17/15",36.0417,-94.8137,250,"tallgrass","East","North Central",198,2599.138889,4965.805556,4679.775,4864.365,893.1300048,982.4066607,1232.73999,0.807446287,0.238472473,19.2553713,6.15,0.210823298,1.09202774,0.432624358,6.898747298,1.166666667,137.9081843,1734.059138
"X1351_1803","X1351_1803","SRR13801095","NWP_SCSC_11",11,"NWP","NWP_SCSC","NWP.11","SCSC","SCSC_11","no","NWP",NA,NA,"7/17/15",36.0417,-94.8137,250,"tallgrass","East","North Central",198,2599.138889,4965.805556,4679.775,4864.365,893.1300048,982.4066607,1232.73999,0.807446287,0.238472473,19.2553713,6.15,0.210823298,1.09202774,0.432624358,6.898747298,1.166666667,137.9081843,1734.059138
"X1351_1793","X1351_1793","SRR13801098","NWP_SCSC_1",1,"NWP","NWP_SCSC","NWP.1","SCSC","SCSC_1","no","NWP",NA,NA,"7/17/15",36.0417,-94.8137,250,"tallgrass","East","North Central",198,2599.138889,4965.805556,4679.775,4864.365,893.1300048,982.4066607,1232.73999,0.807446287,0.238472473,19.2553713,6.15,0.210823298,1.09202774,0.432624358,6.898747298,1.166666667,137.9081843,1734.059138
"X1351_1794","X1351_1794","SRR13801093","NWP_SCSC_2",2,"NWP","NWP_SCSC","NWP.2","SCSC","SCSC_2","no","NWP",NA,NA,"7/17/15",36.0417,-94.8137,250,"tallgrass","East","North Central",198,2599.138889,4965.805556,4679.775,4864.365,893.1300048,982.4066607,1232.73999,0.807446287,0.238472473,19.2553713,6.15,0.210823298,1.09202774,0.432624358,6.898747298,1.166666667,137.9081843,1734.059138
"X1351_1795","X1351_1795","SRR13801092","NWP_SCSC_3",3,"NWP","NWP_SCSC","NWP.3","SCSC","SCSC_3","no","NWP",NA,NA,"7/17/15",36.0417,-94.8137,250,"tallgrass","East","North Central",198,2599.138889,4965.805556,4679.775,4864.365,893.1300048,982.4066607,1232.73999,0.807446287,0.238472473,19.2553713,6.15,0.210823298,1.09202774,0.432624358,6.898747298,1.166666667,137.9081843,1734.059138
"X1351_1796","X1351_1796","SRR13801091","NWP_SCSC_4",4,"NWP","NWP_SCSC","NWP.4","SCSC","SCSC_4","no","NWP",NA,NA,"7/17/15",36.0417,-94.8137,250,"tallgrass","East","North Central",198,2599.138889,4965.805556,4679.775,4864.365,893.1300048,982.4066607,1232.73999,0.807446287,0.238472473,19.2553713,6.15,0.210823298,1.09202774,0.432624358,6.898747298,1.166666667,137.9081843,1734.059138
"X1351_1797","X1351_1797","SRR13801090","NWP_SCSC_5",5,"NWP","NWP_SCSC","NWP.5","SCSC","SCSC_5","no","NWP",NA,NA,"7/17/15",36.0417,-94.8137,250,"tallgrass","East","North Central",198,2599.138889,4965.805556,4679.775,4864.365,893.1300048,982.4066607,1232.73999,0.807446287,0.238472473,19.2553713,6.15,0.210823298,1.09202774,0.432624358,6.898747298,1.166666667,137.9081843,1734.059138
"X1351_1798","X1351_1798","SRR13801089","NWP_SCSC_6",6,"NWP","NWP_SCSC","NWP.6","SCSC","SCSC_6","no","NWP",NA,NA,"7/17/15",36.0417,-94.8137,250,"tallgrass","East","North Central",198,2599.138889,4965.805556,4679.775,4864.365,893.1300048,982.4066607,1232.73999,0.807446287,0.238472473,19.2553713,6.15,0.210823298,1.09202774,0.432624358,6.898747298,1.166666667,137.9081843,1734.059138
