,sign,Domain,Phylum,Class,Order,Family,Genus
OTU28701,Specialists,Bacteria,Planctomycetes,Planctomycetacia,uncl_Planctomycetacia,uncl_Planctomycetacia,uncl_Planctomycetacia
OTU27550,NS,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Fulvivirgaceae,Ohtaekwangia
OTU25491,NS,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella
OTU27929,NS,Bacteria,Proteobacteria,Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria
OTU36873,NS,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,uncl_Myxococcales,uncl_Myxococcales
OTU19627,Specialists,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
OTU22677,NS,Bacteria,Parcubacteria,uncl_Parcubacteria,uncl_Parcubacteria,uncl_Parcubacteria,uncl_Parcubacteria
OTU51415,NS,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,uncl_Pirellulales,uncl_Pirellulales
OTU95736,NS,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,uncl_Chitinophagaceae
OTU16102,NS,Bacteria,Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis
OTU11631,NS,Bacteria,Proteobacteria,Betaproteobacteria,uncl_Betaproteobacteria,uncl_Betaproteobacteria,uncl_Betaproteobacteria
OTU6666,NS,Bacteria,Proteobacteria,Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria
OTU17914,NS,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,uncl_Planctomycetales,uncl_Planctomycetales
OTU11886,NS,Bacteria,Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria
OTU88117,Specialists,Bacteria,Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis
OTU32973,NS,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,uncl_Chitinophagaceae
OTU11742,NS,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,uncl_Sphingobacteriaceae
OTU26069,NS,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella
OTU23345,Specialists,Bacteria,Proteobacteria,Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria
OTU18575,NS,Bacteria,Proteobacteria,Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria
OTU20967,NS,Bacteria,Acidobacteria,uncl_Acidobacteria,uncl_Acidobacteria,uncl_Acidobacteria,uncl_Acidobacteria
OTU12358,NS,Bacteria,Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria
OTU29151,NS,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
OTU9428,Specialists,Bacteria,Proteobacteria,Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria
OTU5728,Specialists,Bacteria,Actinobacteria,Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria
OTU16203,NS,Bacteria,Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria
OTU6658,Specialists,Bacteria,Proteobacteria,Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria
OTU2429,Specialists,Bacteria,Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis
OTU16519,NS,Bacteria,Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria
OTU23858,NS,Bacteria,Chloroflexi,uncl_Chloroflexi,uncl_Chloroflexi,uncl_Chloroflexi,uncl_Chloroflexi
OTU8555,NS,Bacteria,Verrucomicrobia,Spartobacteria,uncl_Spartobacteria,uncl_Spartobacteria,Spartobacteria_genera_incertae_sedis
OTU3557,Specialists,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,uncl_Pirellulales,uncl_Pirellulales
OTU27276,Specialists,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,uncl_Chromatiales,uncl_Chromatiales
OTU22392,Specialists,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,uncl_Burkholderiales,uncl_Burkholderiales
OTU10666,NS,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora
OTU36471,NS,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Cohnella
OTU22471,NS,Bacteria,Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria
OTU13399,NS,Bacteria,Proteobacteria,Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria
OTU6149,NS,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,uncl_Coxiellaceae
OTU96167,NS,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella
OTU11496,NS,Bacteria,Proteobacteria,Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria
OTU15623,NS,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncl_Rhodospirillales,uncl_Rhodospirillales
OTU50199,Specialists,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_2,uncl_Bacillaceae_2
OTU37670,NS,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,uncl_Myxococcales,uncl_Myxococcales
OTU15957,NS,Bacteria,Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis
OTU80595,NS,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Paenibacillus
OTU13080,NS,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,Gemmata
OTU42748,NS,Bacteria,Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria
OTU84743,NS,Bacteria,Acidobacteria,Acidobacteria_Gp7,uncl_Acidobacteria_Gp7,uncl_Acidobacteria_Gp7,Gp7
OTU7155,Specialists,Bacteria,Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria
OTU29695,Specialists,Bacteria,Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis
OTU20193,Specialists,Bacteria,Parcubacteria,uncl_Parcubacteria,uncl_Parcubacteria,uncl_Parcubacteria,uncl_Parcubacteria
OTU3123,NS,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,uncl_Chitinophagaceae
OTU10391,NS,Bacteria,Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis
OTU7687,Specialists,Bacteria,Acidobacteria,Acidobacteria_Gp1,uncl_Acidobacteria_Gp1,uncl_Acidobacteria_Gp1,uncl_Acidobacteria_Gp1
OTU15829,NS,Bacteria,Proteobacteria,Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria
OTU15030,Specialists,Bacteria,Parcubacteria,uncl_Parcubacteria,uncl_Parcubacteria,uncl_Parcubacteria,Parcubacteria_genera_incertae_sedis
OTU13040,NS,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella
OTU94050,NS,Bacteria,Parcubacteria,uncl_Parcubacteria,uncl_Parcubacteria,uncl_Parcubacteria,Parcubacteria_genera_incertae_sedis
OTU80026,NS,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,uncl_Paenibacillaceae_1
OTU25422,Specialists,Bacteria,Proteobacteria,Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria
OTU7827,NS,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Roseibium
OTU23124,NS,Bacteria,Proteobacteria,Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria
OTU60909,NS,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
OTU37433,NS,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncl_Planctomycetaceae
OTU12204,Specialists,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,uncl_Chlamydiales,uncl_Chlamydiales
OTU7923,Specialists,Bacteria,Proteobacteria,Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria
OTU7140,Specialists,Bacteria,Chloroflexi,Ktedonobacteria,uncl_Ktedonobacteria,uncl_Ktedonobacteria,uncl_Ktedonobacteria
OTU13935,NS,Bacteria,Proteobacteria,Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria
OTU12291,Specialists,Bacteria,Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria
OTU22423,NS,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncl_Gemmatimonadaceae
OTU18526,NS,Bacteria,Verrucomicrobia,Subdivision3,uncl_Subdivision3,uncl_Subdivision3,uncl_Subdivision3
OTU20199,NS,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,uncl_Pirellulales,uncl_Pirellulales
OTU55088,NS,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncl_Acidimicrobiales,uncl_Acidimicrobiales
OTU7357,Specialists,Bacteria,Acidobacteria,Acidobacteria_Gp10,uncl_Acidobacteria_Gp10,uncl_Acidobacteria_Gp10,Gp10
OTU27998,NS,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,uncl_Burkholderiales,uncl_Burkholderiales
OTU35102,Specialists,Bacteria,Gemmatimonadetes,Longimicrobia,uncl_Longimicrobia,uncl_Longimicrobia,uncl_Longimicrobia
OTU99890,NS,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Steroidobacteraceae,uncl_Steroidobacteraceae
OTU30250,Specialists,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_2,Oceanobacillus
OTU40795,NS,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Adhaeribacter
OTU11395,NS,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella
OTU13469,NS,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,uncl_Gemmataceae
OTU7212,Specialists,Bacteria,Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes
OTU16833,NS,Bacteria,Bacteroidetes,Chitinophagia,uncl_Chitinophagia,uncl_Chitinophagia,uncl_Chitinophagia
OTU32132,NS,Bacteria,Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria
OTU19159,NS,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Pontibacter
OTU19181,Specialists,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Paenibacillus
OTU10358,Specialists,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Paenibacillus
OTU20700,NS,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncl_Planctomycetaceae
OTU50059,NS,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,uncl_Oxalobacteraceae
OTU29646,NS,Bacteria,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineococcus
OTU32607,NS,Bacteria,Proteobacteria,Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria
OTU29173,NS,Bacteria,Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis
OTU22581,NS,Bacteria,Firmicutes,uncl_Firmicutes,uncl_Firmicutes,uncl_Firmicutes,uncl_Firmicutes
OTU8551,NS,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
OTU9482,Specialists,Bacteria,Parcubacteria,uncl_Parcubacteria,uncl_Parcubacteria,uncl_Parcubacteria,Parcubacteria_genera_incertae_sedis
OTU4438,Specialists,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,uncl_Micropepsales,uncl_Micropepsales
OTU70003,Specialists,Bacteria,Proteobacteria,Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria
OTU27457,Specialists,Bacteria,Proteobacteria,Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria
OTU9975,NS,Bacteria,Proteobacteria,Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria
OTU23499,NS,Bacteria,Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria
OTU6932,NS,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
OTU21592,NS,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,uncl_Gemmataceae
OTU36600,NS,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,uncl_Parachlamydiaceae
OTU96157,NS,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella
OTU6267,Specialists,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma
OTU19083,NS,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinocorallia
OTU85118,NS,Bacteria,Proteobacteria,Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria
OTU23317,NS,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,uncl_Bdellovibrionales,uncl_Bdellovibrionales
OTU8482,Specialists,Bacteria,Proteobacteria,Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria
OTU11497,Specialists,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
OTU4014,Specialists,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinoallomurus
OTU21705,NS,Bacteria,Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria
OTU11432,NS,Bacteria,Parcubacteria,uncl_Parcubacteria,uncl_Parcubacteria,uncl_Parcubacteria,uncl_Parcubacteria
OTU56088,NS,Bacteria,Proteobacteria,Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria
OTU24229,NS,Bacteria,Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria
OTU84310,Specialists,Bacteria,Actinobacteria,Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria
OTU18707,NS,Bacteria,Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria
OTU38331,NS,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncl_Xanthobacteraceae
OTU99741,NS,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella
OTU14820,NS,Bacteria,Actinobacteria,Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria
OTU9493,NS,Bacteria,Proteobacteria,Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria
OTU11515,NS,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
OTU10621,Specialists,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Paenibacillus
OTU31771,NS,Bacteria,Parcubacteria,uncl_Parcubacteria,uncl_Parcubacteria,uncl_Parcubacteria,Parcubacteria_genera_incertae_sedis
OTU85487,Specialists,Bacteria,Proteobacteria,Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria
OTU9544,Specialists,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,uncl_Thermomonosporaceae
OTU45202,NS,Bacteria,Chloroflexi,uncl_Chloroflexi,uncl_Chloroflexi,uncl_Chloroflexi,uncl_Chloroflexi
OTU25820,NS,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,uncl_Gemmataceae
OTU1608,Specialists,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga
OTU27647,NS,Bacteria,Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria
OTU92166,NS,Bacteria,Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis
OTU39724,Specialists,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,uncl_Myxococcales,uncl_Myxococcales
OTU8977,Specialists,Bacteria,Cyanobacteria,Cyanobacteria,uncl_Cyanobacteria,uncl_Cyanobacteria,uncl_Cyanobacteria
OTU35872,NS,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella
OTU17569,NS,Bacteria,Proteobacteria,Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria
OTU24639,NS,Bacteria,Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria
OTU38596,NS,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
OTU20656,NS,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,uncl_Paenibacillaceae_1
OTU22760,NS,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella
OTU40268,NS,Bacteria,Proteobacteria,Deltaproteobacteria,uncl_Deltaproteobacteria,uncl_Deltaproteobacteria,uncl_Deltaproteobacteria
OTU2396,Specialists,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,uncl_Myxococcales,uncl_Myxococcales
OTU41164,NS,Bacteria,Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria
OTU9524,NS,Bacteria,Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria
OTU5377,NS,Bacteria,Acidobacteria,Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,Gp6
OTU11687,NS,Bacteria,Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria
OTU8582,Specialists,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,uncl_Armatimonadaceae
OTU32186,NS,Bacteria,Armatimonadetes,uncl_Armatimonadetes,uncl_Armatimonadetes,uncl_Armatimonadetes,Armatimonadetes_gp4
OTU9345,Specialists,Bacteria,Proteobacteria,Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria
OTU8926,Specialists,Bacteria,Verrucomicrobia,uncl_Verrucomicrobia,uncl_Verrucomicrobia,uncl_Verrucomicrobia,uncl_Verrucomicrobia
OTU5011,Specialists,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,uncl_Chitinophagaceae
OTU30628,Specialists,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,uncl_Oxalobacteraceae
OTU5167,NS,Bacteria,Acidobacteria,Acidobacteria_Gp4,uncl_Acidobacteria_Gp4,uncl_Acidobacteria_Gp4,Gp4
OTU3283,Specialists,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,uncl_Acetobacteraceae
OTU5410,Specialists,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,uncl_Burkholderiales,uncl_Burkholderiales
OTU58595,NS,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,uncl_Pseudonocardiales,uncl_Pseudonocardiales
OTU98671,NS,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,uncl_Rhizobiales,uncl_Rhizobiales
OTU83702,Specialists,Bacteria,Proteobacteria,Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria
OTU93805,NS,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,uncl_Rhizobiales,uncl_Rhizobiales
OTU54931,Specialists,Bacteria,Actinobacteria,Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria
OTU83610,Specialists,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,uncl_Burkholderiales,uncl_Burkholderiales
OTU55226,Specialists,Bacteria,Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes
OTU4065,NS,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter
OTU64100,NS,Bacteria,Proteobacteria,Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria
OTU55179,Specialists,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,uncl_Comamonadaceae
OTU54917,Specialists,Bacteria,Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria
OTU69501,Specialists,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,uncl_Micromonosporales,uncl_Micromonosporales
OTU65034,Specialists,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,uncl_Chitinophagaceae
OTU54913,Specialists,Bacteria,Proteobacteria,Deltaproteobacteria,uncl_Deltaproteobacteria,uncl_Deltaproteobacteria,uncl_Deltaproteobacteria
OTU64409,Specialists,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Reyranellaceae,Reyranella
OTU36915,NS,Bacteria,Verrucomicrobia,Subdivision3,uncl_Subdivision3,uncl_Subdivision3,Subdivision3_genera_incertae_sedis
OTU87696,Specialists,Bacteria,Actinobacteria,Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria
OTU54847,Specialists,Bacteria,Acidobacteria,uncl_Acidobacteria,uncl_Acidobacteria,uncl_Acidobacteria,uncl_Acidobacteria
OTU27095,NS,Bacteria,Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis
OTU96695,NS,Bacteria,Proteobacteria,Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria,uncl_Gammaproteobacteria
OTU8907,Specialists,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Dictyobacteraceae,uncl_Dictyobacteraceae
OTU3535,NS,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,uncl_Streptosporangiales,uncl_Streptosporangiales
OTU3749,Specialists,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hylemonella
OTU78356,NS,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
OTU88119,Specialists,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Paenibacillus
OTU12993,Specialists,Bacteria,Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis
OTU46707,NS,Bacteria,Parcubacteria,uncl_Parcubacteria,uncl_Parcubacteria,uncl_Parcubacteria,Parcubacteria_genera_incertae_sedis
OTU35316,NS,Bacteria,Verrucomicrobia,Subdivision3,uncl_Subdivision3,uncl_Subdivision3,Subdivision3_genera_incertae_sedis
OTU5396,NS,Bacteria,Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes
OTU84715,Specialists,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,uncl_Rhizobiales,uncl_Rhizobiales
OTU26963,NS,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Isosphaeraceae,uncl_Isosphaeraceae
OTU19005,NS,Bacteria,Actinobacteria,Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria
OTU22479,NS,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,uncl_Gemmataceae
OTU16464,Specialists,Bacteria,Proteobacteria,Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria
OTU22306,NS,Bacteria,Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria
OTU27982,NS,Bacteria,Proteobacteria,Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria,uncl_Alphaproteobacteria
OTU7771,Specialists,Bacteria,Verrucomicrobia,Subdivision3,uncl_Subdivision3,uncl_Subdivision3,uncl_Subdivision3
OTU8699,NS,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,uncl_Chromatiales,uncl_Chromatiales
OTU16834,Specialists,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Fulvivirgaceae,Ohtaekwangia
OTU19736,NS,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,uncl_Acetobacteraceae
OTU23851,NS,Bacteria,Planctomycetes,Planctomycetacia,uncl_Planctomycetacia,uncl_Planctomycetacia,uncl_Planctomycetacia
OTU13882,Specialists,Bacteria,Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria
OTU21644,NS,Bacteria,Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis
